"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,0,0,0,0,0,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,0,0,0,0,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0,0,0,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0,0,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,0,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,0,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,0
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0.0038,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0.00013,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0.00013,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0.00013,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0.00015,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,7e-05,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,8e-05,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,7e-05,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,8e-05,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,7e-05,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,8e-05,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,1e-04,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,9e-05,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1194423410682e-05,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44416918739058e-05,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38499712052988e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
